UserId,Age,Address,Gender,UserType
2105345,D,F,Unknown,Unknown
2085920,F,F,Unknown,Unknown
1976717,C,C,Unknown,Unknown
768535,A,E,Unknown,Unknown
1895117,D,F,Unknown,Unknown
1587807,J,E,Unknown,Unknown
1853100,C,G,Unknown,Unknown
2158358,B,F,Unknown,Unknown
1950892,D,C,Unknown,Unknown
204040,J,E,Unknown,Unknown
1643824,D,F,Unknown,Unknown
1813715,B,F,Unknown,Unknown
2099460,E,B,Unknown,Unknown
303767,B,E,Unknown,Unknown
478502,G,H,Unknown,Unknown
348508,E,F,Unknown,Unknown
1376944,F,E,Unknown,Unknown
1817515,J,E,Unknown,Unknown
1994650,D,E,Unknown,Unknown
1892383,C,F,Unknown,Unknown
1349078,D,C,Unknown,Unknown
1990003,C,G,Unknown,Unknown
2162003,C,C,Unknown,Unknown
1538205,D,D,Unknown,Unknown
27359,B,F,Unknown,Unknown
1805642,E,C,Unknown,Unknown
5241,D,F,Unknown,Unknown
2151847,D,E,Unknown,Unknown
1976458,D,C,Unknown,Unknown
1352573,C,G,Unknown,Unknown
1942125,C,D,Unknown,Unknown
2115344,B,A,Unknown,Unknown
99004,F,G,Unknown,Unknown
1972122,D,C,Unknown,Unknown
1539769,C,F,Unknown,Unknown
2042237,D,C,Unknown,Unknown
1189490,I,D,Unknown,Unknown
1880670,B,H,Unknown,Unknown
2165660,C,E,Unknown,Unknown
2034621,B,F,Unknown,Unknown
1432558,E,F,Unknown,Unknown
2153469,G,E,Unknown,Unknown
1701623,D,F,Unknown,Unknown
2106847,E,E,Unknown,Unknown
1883381,C,G,Unknown,Unknown
1829297,C,H,Unknown,Unknown
2127682,E,D,Unknown,Unknown
1802863,D,G,Unknown,Unknown
1335767,F,G,Unknown,Unknown
2172408,E,F,Unknown,Unknown
211338,G,F,Unknown,Unknown
1896336,C,F,Unknown,Unknown
1993813,B,E,Unknown,Unknown
1720051,C,E,Unknown,Unknown
1676655,D,E,Unknown,Unknown
110990,C,F,Unknown,Unknown
1569094,F,E,Unknown,Unknown
590235,E,C,Unknown,Unknown
2007199,A,F,Unknown,Unknown
924252,F,E,Unknown,Unknown
1589474,B,F,Unknown,Unknown
2031217,D,F,Unknown,Unknown
1671551,D,D,Unknown,Unknown
2104843,E,C,Unknown,Unknown
1689952,C,G,Unknown,Unknown
2024431,E,C,Unknown,Unknown
911702,G,E,Unknown,Unknown
1816631,C,F,Unknown,Unknown
1371482,C,E,Unknown,Unknown
1561029,E,G,Unknown,Unknown
1986204,C,D,Unknown,Unknown
1398748,F,E,Unknown,Unknown
2110745,A,D,Unknown,Unknown
1814811,E,E,Unknown,Unknown
1208726,E,F,Unknown,Unknown
1073386,A,E,Unknown,Unknown
1432503,E,E,Unknown,Unknown
1835465,D,A,Unknown,Unknown
2122878,D,G,Unknown,Unknown
207744,D,E,Unknown,Unknown
1660210,C,E,Unknown,Unknown
1490138,F,G,Unknown,Unknown
2082653,J,E,Unknown,Unknown
1907674,G,F,Unknown,Unknown
998949,E,E,Unknown,Unknown
64170,G,F,Unknown,Unknown
1392234,D,F,Unknown,Unknown
1188943,D,E,Unknown,Unknown
1276503,F,E,Unknown,Unknown
66495,F,H,Unknown,Unknown
2090955,D,D,Unknown,Unknown
1777567,D,E,Unknown,Unknown
1624168,E,B,Unknown,Unknown
2161198,C,C,Unknown,Unknown
1508611,D,G,Unknown,Unknown
698306,C,E,Unknown,Unknown
195058,E,E,Unknown,Unknown
1596960,B,D,Unknown,Unknown
548106,F,G,Unknown,Unknown
519151,D,F,Unknown,Unknown
2122359,D,E,Unknown,Unknown
1501186,E,E,Unknown,Unknown
2012049,C,G,Unknown,Unknown
1693287,I,F,Unknown,Unknown
2011905,G,E,Unknown,Unknown
2070988,C,F,Unknown,Unknown
583176,G,E,Unknown,Unknown
1666199,E,C,Unknown,Unknown
1752403,B,D,Unknown,Unknown
556736,C,B,Unknown,Unknown
1961157,C,G,Unknown,Unknown
826235,F,C,Unknown,Unknown
1643800,D,E,Unknown,Unknown
1705195,B,E,Unknown,Unknown
1009972,C,G,Unknown,Unknown
934992,E,F,Unknown,Unknown
243728,G,F,Unknown,Unknown
1716542,C,E,Unknown,Unknown
1466966,H,F,Unknown,Unknown
2162386,C,G,Unknown,Unknown
1742589,D,E,Unknown,Unknown
1416718,D,G,Unknown,Unknown
1908299,C,G,Unknown,Unknown
1601190,B,E,Unknown,Unknown
1236545,B,C,Unknown,Unknown
1725278,F,E,Unknown,Unknown
694476,F,E,Unknown,Unknown
2165349,C,D,Unknown,Unknown
1437416,F,E,Unknown,Unknown
1919721,D,F,Unknown,Unknown
2131528,E,C,Unknown,Unknown
1453263,D,F,Unknown,Unknown
1639612,D,C,Unknown,Unknown
2170046,A,C,Unknown,Unknown
1130997,E,F,Unknown,Unknown
1709391,B,E,Unknown,Unknown
1842289,D,F,Unknown,Unknown
1648751,C,E,Unknown,Unknown
2129471,A,E,Unknown,Unknown
1556629,B,F,Unknown,Unknown
2112060,C,G,Unknown,Unknown
1183665,F,E,Unknown,Unknown
447270,I,E,Unknown,Unknown
2103303,C,G,Unknown,Unknown
2057835,D,H,Unknown,Unknown
2130118,E,C,Unknown,Unknown
311090,B,E,Unknown,Unknown
1095234,D,F,Unknown,Unknown
1779400,C,G,Unknown,Unknown
1715699,C,F,Unknown,Unknown
2173184,A,C,Unknown,Unknown
1992847,J,E,Unknown,Unknown
2058405,F,C,Unknown,Unknown
813303,E,C,Unknown,Unknown
950169,C,E,Unknown,Unknown
1270150,E,A,Unknown,Unknown
355599,G,E,Unknown,Unknown
1543308,C,G,Unknown,Unknown
2098715,C,G,Unknown,Unknown
173452,E,A,Unknown,Unknown
1473063,D,F,Unknown,Unknown
51040,C,F,Unknown,Unknown
1980189,F,E,Unknown,Unknown
2074634,A,C,Unknown,Unknown
1115185,G,C,Unknown,Unknown
2041605,C,B,Unknown,Unknown
738095,G,E,Unknown,Unknown
2011417,F,E,Unknown,Unknown
2005959,B,F,Unknown,Unknown
1802924,C,F,Unknown,Unknown
883795,E,E,Unknown,Unknown
1062717,F,E,Unknown,Unknown
1503258,K,H,Unknown,Unknown
1922332,G,E,Unknown,Unknown
491853,C,H,Unknown,Unknown
2163246,A,F,Unknown,Unknown
1750522,J,B,Unknown,Unknown
2059617,A,G,Unknown,Unknown
1488173,C,F,Unknown,Unknown
1669930,E,G,Unknown,Unknown
1542813,D,F,Unknown,Unknown
562638,F,F,Unknown,Unknown
593250,D,E,Unknown,Unknown
1747492,J,E,Unknown,Unknown
2039442,A,B,Unknown,Unknown
2146829,B,B,Unknown,Unknown
713580,G,F,Unknown,Unknown
1887884,C,E,Unknown,Unknown
1907704,C,E,Unknown,Unknown
1484687,B,D,Unknown,Unknown
108782,D,G,Unknown,Unknown
2082622,C,F,Unknown,Unknown
719278,E,E,Unknown,Unknown
1440263,E,C,Unknown,Unknown
1569476,D,F,Unknown,Unknown
2049496,D,F,Unknown,Unknown
1504484,C,F,Unknown,Unknown
1735925,C,E,Unknown,Unknown
2160757,F,C,Unknown,Unknown
1156089,C,E,Unknown,Unknown
1967319,C,B,Unknown,Unknown
1711813,E,D,Unknown,Unknown
1990416,J,E,Unknown,Unknown
1805284,D,G,Unknown,Unknown
1479805,D,F,Unknown,Unknown
1912517,F,H,Unknown,Unknown
1764123,J,C,Unknown,Unknown
881753,I,E,Unknown,Unknown
2088068,B,E,Unknown,Unknown
1598681,C,E,Unknown,Unknown
41898,F,D,Unknown,Unknown
1576535,D,E,Unknown,Unknown
88442,E,G,Unknown,Unknown
1587159,D,F,Unknown,Unknown
1254655,D,E,Unknown,Unknown
1796384,E,D,Unknown,Unknown
1927979,A,F,Unknown,Unknown
65245,H,E,Unknown,Unknown
2003405,C,E,Unknown,Unknown
1791648,F,E,Unknown,Unknown
966351,F,C,Unknown,Unknown
1490565,E,C,Unknown,Unknown
1706079,B,E,Unknown,Unknown
1834888,E,G,Unknown,Unknown
2036618,D,G,Unknown,Unknown
2107394,B,E,Unknown,Unknown
1374261,G,H,Unknown,Unknown
1674149,J,F,Unknown,Unknown
1915341,D,E,Unknown,Unknown
1795578,D,A,Unknown,Unknown
1765649,A,E,Unknown,Unknown
1766301,D,E,Unknown,Unknown
1741773,E,E,Unknown,Unknown
556378,F,A,Unknown,Unknown
1635232,E,E,Unknown,Unknown
1690200,C,D,Unknown,Unknown
2024707,D,C,Unknown,Unknown
1894103,C,G,Unknown,Unknown
183819,J,E,Unknown,Unknown
2175461,C,A,Unknown,Unknown
2079370,C,F,Unknown,Unknown
1936889,F,G,Unknown,Unknown
216562,F,C,Unknown,Unknown
2004167,A,E,Unknown,Unknown
135436,G,A,Unknown,Unknown
2075778,B,D,Unknown,Unknown
593915,D,B,Unknown,Unknown
1578065,D,E,Unknown,Unknown
1059403,K,H,Unknown,Unknown
1993660,F,F,Unknown,Unknown
1796100,D,E,Unknown,Unknown
